# 3.1 conjugate conduction: L=200 kappa=1 D0=0.05
# x/L  theta_num  theta_ana
0.30250000 6.9749999999e-01 6.9750000000e-01
0.30750000 6.9249999999e-01 6.9250000000e-01
0.31250000 6.8749999999e-01 6.8750000000e-01
0.31750000 6.8249999999e-01 6.8250000000e-01
0.32250000 6.7749999999e-01 6.7750000000e-01
0.32750000 6.7249999999e-01 6.7250000000e-01
0.33250000 6.6749999999e-01 6.6750000000e-01
0.33750000 6.6249999999e-01 6.6250000000e-01
0.34250000 6.5749999999e-01 6.5750000000e-01
0.34750000 6.5249999999e-01 6.5250000000e-01
0.35250000 6.4749999999e-01 6.4750000000e-01
0.35750000 6.4249999999e-01 6.4250000000e-01
0.36250000 6.3749999999e-01 6.3750000000e-01
0.36750000 6.3249999999e-01 6.3250000000e-01
0.37250000 6.2749999999e-01 6.2750000000e-01
0.37750000 6.2249999999e-01 6.2250000000e-01
0.38250000 6.1749999999e-01 6.1750000000e-01
0.38750000 6.1249999999e-01 6.1250000000e-01
0.39250000 6.0749999999e-01 6.0750000000e-01
0.39750000 6.0249999999e-01 6.0250000000e-01
0.40250000 5.9749999999e-01 5.9750000000e-01
0.40750000 5.9249999999e-01 5.9250000000e-01
0.41250000 5.8750000000e-01 5.8750000000e-01
0.41750000 5.8250000000e-01 5.8250000000e-01
0.42250000 5.7750000000e-01 5.7750000000e-01
0.42750000 5.7250000000e-01 5.7250000000e-01
0.43250000 5.6750000000e-01 5.6750000000e-01
0.43750000 5.6250000000e-01 5.6250000000e-01
0.44250000 5.5750000000e-01 5.5750000000e-01
0.44750000 5.5250000000e-01 5.5250000000e-01
0.45250000 5.4750000000e-01 5.4750000000e-01
0.45750000 5.4250000000e-01 5.4250000000e-01
0.46250000 5.3750000000e-01 5.3750000000e-01
0.46750000 5.3250000000e-01 5.3250000000e-01
0.47250000 5.2750000000e-01 5.2750000000e-01
0.47750000 5.2250000000e-01 5.2250000000e-01
0.48250000 5.1750000000e-01 5.1750000000e-01
0.48750000 5.1250000000e-01 5.1250000000e-01
0.49250000 5.0750000000e-01 5.0750000000e-01
0.49750000 5.0250000000e-01 5.0250000000e-01
0.50250000 4.9750000000e-01 4.9750000000e-01
0.50750000 4.9250000000e-01 4.9250000000e-01
0.51250000 4.8750000000e-01 4.8750000000e-01
0.51750000 4.8250000000e-01 4.8250000000e-01
0.52250000 4.7750000000e-01 4.7750000000e-01
0.52750000 4.7250000000e-01 4.7250000000e-01
0.53250000 4.6750000000e-01 4.6750000000e-01
0.53750000 4.6250000000e-01 4.6250000000e-01
0.54250000 4.5750000000e-01 4.5750000000e-01
0.54750000 4.5250000000e-01 4.5250000000e-01
0.55250000 4.4750000000e-01 4.4750000000e-01
0.55750000 4.4250000000e-01 4.4250000000e-01
0.56250000 4.3750000000e-01 4.3750000000e-01
0.56750000 4.3250000000e-01 4.3250000000e-01
0.57250000 4.2750000000e-01 4.2750000000e-01
0.57750000 4.2250000000e-01 4.2250000000e-01
0.58250000 4.1750000000e-01 4.1750000000e-01
0.58750000 4.1250000000e-01 4.1250000000e-01
0.59250000 4.0750000001e-01 4.0750000000e-01
0.59750000 4.0250000001e-01 4.0250000000e-01
0.60250000 3.9750000001e-01 3.9750000000e-01
0.60750000 3.9250000001e-01 3.9250000000e-01
0.61250000 3.8750000001e-01 3.8750000000e-01
0.61750000 3.8250000001e-01 3.8250000000e-01
0.62250000 3.7750000001e-01 3.7750000000e-01
0.62750000 3.7250000001e-01 3.7250000000e-01
0.63250000 3.6750000001e-01 3.6750000000e-01
0.63750000 3.6250000001e-01 3.6250000000e-01
0.64250000 3.5750000001e-01 3.5750000000e-01
0.64750000 3.5250000001e-01 3.5250000000e-01
0.65250000 3.4750000001e-01 3.4750000000e-01
0.65750000 3.4250000001e-01 3.4250000000e-01
0.66250000 3.3750000001e-01 3.3750000000e-01
0.66750000 3.3250000001e-01 3.3250000000e-01
0.67250000 3.2750000001e-01 3.2750000000e-01
0.67750000 3.2250000001e-01 3.2250000000e-01
0.68250000 3.1750000001e-01 3.1750000000e-01
0.68750000 3.1250000001e-01 3.1250000000e-01
0.69250000 3.0750000001e-01 3.0750000000e-01
0.69750000 3.0250000001e-01 3.0250000000e-01
0.70250000 2.9750000001e-01 2.9750000000e-01
0.70750000 2.9250000001e-01 2.9250000000e-01
0.71250000 2.8750000001e-01 2.8750000000e-01
0.71750000 2.8250000001e-01 2.8250000000e-01
0.72250000 2.7750000001e-01 2.7750000000e-01
0.72750000 2.7250000001e-01 2.7250000000e-01
0.73250000 2.6750000001e-01 2.6750000000e-01
0.73750000 2.6250000001e-01 2.6250000000e-01
0.74250000 2.5750000001e-01 2.5750000000e-01
0.74750000 2.5250000001e-01 2.5250000000e-01
0.75250000 2.4750000001e-01 2.4750000000e-01
0.75750000 2.4250000001e-01 2.4250000000e-01
0.76250000 2.3750000001e-01 2.3750000000e-01
0.76750000 2.3250000001e-01 2.3250000000e-01
0.77250000 2.2750000001e-01 2.2750000000e-01
0.77750000 2.2250000001e-01 2.2250000000e-01
0.78250000 2.1750000001e-01 2.1750000000e-01
0.78750000 2.1250000001e-01 2.1250000000e-01
0.79250000 2.0750000001e-01 2.0750000000e-01
0.79750000 2.0250000001e-01 2.0250000000e-01
0.80250000 1.9750000001e-01 1.9750000000e-01
0.80750000 1.9250000001e-01 1.9250000000e-01
0.81250000 1.8750000001e-01 1.8750000000e-01
0.81750000 1.8250000001e-01 1.8250000000e-01
0.82250000 1.7750000001e-01 1.7750000000e-01
0.82750000 1.7250000001e-01 1.7250000000e-01
0.83250000 1.6750000001e-01 1.6750000000e-01
0.83750000 1.6250000001e-01 1.6250000000e-01
0.84250000 1.5750000001e-01 1.5750000000e-01
0.84750000 1.5250000001e-01 1.5250000000e-01
0.85250000 1.4750000001e-01 1.4750000000e-01
0.85750000 1.4250000001e-01 1.4250000000e-01
0.86250000 1.3750000001e-01 1.3750000000e-01
0.86750000 1.3250000001e-01 1.3250000000e-01
0.87250000 1.2750000001e-01 1.2750000000e-01
0.87750000 1.2250000001e-01 1.2250000000e-01
0.88250000 1.1750000001e-01 1.1750000000e-01
0.88750000 1.1250000001e-01 1.1250000000e-01
0.89250000 1.0750000001e-01 1.0750000000e-01
0.89750000 1.0250000001e-01 1.0250000000e-01
0.90250000 9.7500000005e-02 9.7500000000e-02
0.90750000 9.2500000005e-02 9.2500000000e-02
0.91250000 8.7500000005e-02 8.7500000000e-02
0.91750000 8.2500000005e-02 8.2500000000e-02
0.92250000 7.7500000004e-02 7.7500000000e-02
0.92750000 7.2500000004e-02 7.2500000000e-02
0.93250000 6.7500000004e-02 6.7500000000e-02
0.93750000 6.2500000004e-02 6.2500000000e-02
0.94250000 5.7500000003e-02 5.7500000000e-02
0.94750000 5.2500000003e-02 5.2500000000e-02
0.95250000 4.7500000003e-02 4.7500000000e-02
0.95750000 4.2500000002e-02 4.2500000000e-02
0.96250000 3.7500000002e-02 3.7500000000e-02
0.96750000 3.2500000002e-02 3.2500000000e-02
0.97250000 2.7500000002e-02 2.7500000000e-02
0.97750000 2.2500000001e-02 2.2500000000e-02
0.98250000 1.7500000001e-02 1.7500000000e-02
0.98750000 1.2500000001e-02 1.2500000000e-02
0.99250000 7.5000000004e-03 7.5000000000e-03
0.99750000 2.5000000001e-03 2.5000000000e-03
